subject,telephone,date,trialnumber,carrying location,speed,biometry cond,swingstate cond,measured distance,registered distance,measured stepcount,registered stepcount
1,iphone6b,20180910,5,trouser pocket,walking pace,NB,N,450.93,352.74,575,599
1,iphone6b,20180910,6,trouser pocket,walking pace,NB,N,450.93,347.8,593,607
1,iphone6b,20180910,8,trouser pocket,running pace,NB,N,91.52,106.58,95,99
1,iphone6b,20180910,9,trouser pocket,running pace,NB,N,91.52,98.06,90,90
1,iphone6b,20180910,10,trouser pocket,running pace,NB,N,247.12,291.96,271,269
1,iphone6b,20180910,11,trouser pocket,running pace,NB,N,247.12,272.59,256,243
1,iphone6b,20180910,12,trouser pocket,running pace,NB,N,450.93,539.26,491,487
1,iphone6b,20180910,13,trouser pocket,running pace,NB,N,450.93,517.0,485,471
1,iphone6b,20180911,15,hand,walking pace,NB,N,91.52,96.55,118,128
1,iphone6b,20180911,16,hand,walking pace,NB,N,91.52,93.02,119,123
1,iphone6b,20180911,17,hand,walking pace,NB,N,247.12,242.75,324,327
1,iphone6b,20180911,18,hand,walking pace,NB,N,247.12,248.48,322,317
1,iphone6b,20180911,19,hand,walking pace,NB,N,450.93,464.27,583,590
1,iphone6b,20180911,20,hand,walking pace,NB,N,450.93,453.38,576,574
1,iphone6b,20180911,22,hand,running pace,NB,N,91.52,112.99,99,100
1,iphone6b,20180911,23,hand,running pace,NB,N,91.52,84.5,88,86
1,iphone6b,20180911,24,hand,running pace,NB,N,247.12,278.02,266,272
1,iphone6b,20180911,25,hand,running pace,NB,N,247.12,272.44,268,267
1,iphone6b,20180911,26,hand,running pace,NB,N,450.93,493.59,482,481
1,iphone6b,20180911,27,hand,running pace,NB,N,450.93,512.5,495,498
3,iphone6b,20180912,1,backpack,walking pace,NB,N,91.52,71.43,113,114
3,iphone6b,20180912,2,backpack,walking pace,NB,N,91.52,64.31,109,108
3,iphone6b,20180912,3,backpack,walking pace,NB,N,247.12,172.09,292,293
3,iphone6b,20180912,4,backpack,walking pace,NB,N,247.12,179.8,295,294
3,iphone6b,20180912,8,backpack,running pace,NB,N,91.52,62.41,80,81
3,iphone6b,20180912,9,backpack,running pace,NB,N,91.52,55.18,76,64
3,iphone6b,20180912,10,backpack,running pace,NB,N,247.12,164.33,214,188
3,iphone6b,20180912,11,backpack,running pace,NB,N,247.12,182.2,219,200
3,iphone6b,20180912,12,backpack,running pace,NB,N,450.93,371.26,399,397
3,iphone6b,20180912,13,backpack,running pace,NB,N,450.93,367.68,403,400
3,iphone6b,20180912,15,hand,walking pace,NB,N,91.52,79.35,112,114
3,iphone6b,20180912,16,hand,walking pace,NB,N,91.52,83.24,108,114
3,iphone6b,20180912,17,hand,walking pace,NB,N,247.12,216.55,289,283
3,iphone6b,20180912,18,hand,walking pace,NB,N,247.12,221.99,294,288
3,iphone6b,20180912,19,hand,walking pace,NB,N,450.93,410.04,541,548
3,iphone6b,20180912,20,hand,walking pace,NB,N,450.93,407.86,536,539
3,iphone6b,20180912,22,hand,running pace,NB,N,91.52,102,79,82
3,iphone6b,20180912,23,hand,running pace,NB,N,91.52,88.9,76,79
3,iphone6b,20180912,24,hand,running pace,NB,N,247.12,274.79,219,218
3,iphone6b,20180912,25,hand,running pace,NB,N,247.12,294.07,226,230
3,iphone6b,20180912,26,hand,running pace,NB,N,450.93,485.36,400,404
3,iphone6b,20180912,27,hand,running pace,NB,N,450.93,515.99,404,403
1,iphone6b,20180917,1,low side jacket pocket,walking pace,NB,N,91.52,65.18,127,128
1,iphone6b,20180917,2,low side jacket pocket,walking pace,NB,N,91.52,63.52,123,120
1,iphone6b,20180917,3,low side jacket pocket,walking pace,NB,N,247.12,185.36,336,337
1,iphone6b,20180917,4,low side jacket pocket,walking pace,NB,N,247.12,176.84,335,330
1,iphone6b,20180917,5,low side jacket pocket,walking pace,NB,N,450.93,350.25,607,607
1,iphone6b,20180917,6,low side jacket pocket,walking pace,NB,N,450.93,320.08,599,598
1,iphone6b,20180917,8,low side jacket pocket,running pace,NB,N,91.52,86.81,104,103
1,iphone6b,20180917,9,low side jacket pocket,running pace,NB,N,91.52,82.43,96,96
1,iphone6b,20180917,10,low side jacket pocket,running pace,NB,N,247.12,229.93,268,264
1,iphone6b,20180917,11,low side jacket pocket,running pace,NB,N,247.12,214.05,267,255
1,iphone6b,20180917,12,low side jacket pocket,running pace,NB,N,450.93,426.9,481,482
1,iphone6b,20180917,13,low side jacket pocket,running pace,NB,N,450.93,437.38,483,481
1,iphone6s,20180917,1,low side jacket pocket,walking pace,NB,N,91.52,70.06,128,128
1,iphone6s,20180917,2,low side jacket pocket,walking pace,NB,N,91.52,68.45,123,120
1,iphone6s,20180917,3,low side jacket pocket,walking pace,NB,N,247.12,183.97,336,335
1,iphone6s,20180917,4,low side jacket pocket,walking pace,NB,N,247.12,198.21,335,347
1,iphone6s,20180917,5,low side jacket pocket,walking pace,NB,N,450.93,337.88,607,607
1,iphone6s,20180917,6,low side jacket pocket,walking pace,NB,N,450.93,330.26,599,598
1,iphone6s,20180917,8,low side jacket pocket,running pace,NB,N,91.52,105.58,104,104
1,iphone6s,20180917,9,low side jacket pocket,running pace,NB,N,91.52,92.05,96,97
1,iphone6s,20180920,17,low side jacket pocket,running pace,NB,N,91.52,96.19,100,101
1,iphone6s,20180920,18,low side jacket pocket,running pace,NB,N,91.52,86.38,94,95
1,iphone6s,20180920,19,low side jacket pocket,running pace,NB,N,247.12,242.43,267,265
1,iphone6s,20180920,20,low side jacket pocket,running pace,NB,N,247.12,263.17,267,266
1,iphone6s,20180920,21,low side jacket pocket,running pace,NB,N,450.93,443.86,476,467
1,iphone6s,20180920,22,low side jacket pocket,running pace,NB,N,450.93,469.27,493,490
1,iphone6b,20180920,17,low side jacket pocket,running pace,NB,N,91.52,81.94,100,94
1,iphone6b,20180920,18,low side jacket pocket,running pace,NB,N,91.52,82.13,94,93
1,iphone6b,20180920,19,low side jacket pocket,running pace,NB,N,247.12,240.26,267,261
1,iphone6b,20180920,20,low side jacket pocket,running pace,NB,N,247.12,232.05,267,257
1,iphone6b,20180920,21,low side jacket pocket,running pace,NB,N,450.93,430.99,476,477
1,iphone6b,20180920,22,low side jacket pocket,running pace,NB,N,450.93,434.64,493,481
2,iphone6b,20180924,1,low side jacket pocket,walking pace,NB,N,91.52,64.3,120,118
2,iphone6b,20180924,2,low side jacket pocket,walking pace,NB,N,91.52,64.91,119,117
2,iphone6b,20180924,3,low side jacket pocket,walking pace,NB,N,247.12,179.49,319,318
2,iphone6b,20180924,4,low side jacket pocket,walking pace,NB,N,247.12,176.79,324,320
2,iphone6b,20180924,5,low side jacket pocket,walking pace,NB,N,450.93,332.27,590,585
2,iphone6b,20180924,6,low side jacket pocket,walking pace,NB,N,450.93,318.5,576,573
2,iphone6b,20180924,8,low side jacket pocket,running pace,NB,N,91.52,79.97,91,91
2,iphone6b,20180924,9,low side jacket pocket,running pace,NB,N,91.52,70.5,87,83
2,iphone6b,20180924,10,low side jacket pocket,running pace,NB,N,247.12,209.13,245,248
2,iphone6b,20180924,11,low side jacket pocket,running pace,NB,N,247.12,224.04,272,263
2,iphone6b,20180924,12,low side jacket pocket,running pace,NB,N,450.93,403.55,450,443
2,iphone6b,20180924,13,low side jacket pocket,running pace,NB,N,450.93,402.73,453,447
2,iphone6s,20180924,1,low side jacket pocket,walking pace,NB,N,91.52,64.09,120,118
2,iphone6s,20180924,2,low side jacket pocket,walking pace,NB,N,91.52,75.97,119,119
2,iphone6s,20180924,3,low side jacket pocket,walking pace,NB,N,247.12,185.9,319,317
2,iphone6s,20180924,4,low side jacket pocket,walking pace,NB,N,247.12,179.73,324,322
2,iphone6s,20180924,5,low side jacket pocket,walking pace,NB,N,450.93,332.01,590,586
2,iphone6s,20180924,6,low side jacket pocket,walking pace,NB,N,450.93,331.7,576,575
2,iphone6s,20180924,8,low side jacket pocket,running pace,NB,N,91.52,80.69,91,92
2,iphone6s,20180924,9,low side jacket pocket,running pace,NB,N,91.52,78.39,87,88
2,iphone6s,20180924,10,low side jacket pocket,running pace,NB,N,247.12,218.8,245,245
2,iphone6s,20180924,11,low side jacket pocket,running pace,NB,N,247.12,241.97,272,269
2,iphone6s,20180924,12,low side jacket pocket,running pace,NB,N,450.93,407.92,450,448
2,iphone6s,20180924,13,low side jacket pocket,running pace,NB,N,450.93,413.07,453,453
